年月別,機關別,全年度預算數/金額[千元],全年度預算數/百分比[%],累計分配數/金額[千元],累計分配數/占預算數[%],累計執行數/金額[千元],累計執行數/占預算數[%],累計執行數/占分配數[%]
104年10月,衛生局,4951362,3.12,4249020,85.82,4018073,81.15,94.56
104年10月,環境保護局,6501271,4.1,5676755,87.32,5255521,80.84,92.58
104年10月,都市發展局,2050330,1.29,1869474,91.18,1676498,81.77,89.68
104年10月,文化局,5038821,3.18,3418986,67.85,1713393,34,50.11
104年10月,消防局,2865954,1.81,2426104,84.65,2061763,71.94,84.98
104年10月,翡翠水庫管理局,419358,0.26,283599,67.63,225479,53.77,79.51
104年10月,觀光傳播局,497355,0.31,351664,70.71,295227,59.36,83.95
104年10月,地政局,1168713,0.74,973335,83.28,870055,74.45,89.39
104年10月,兵役局,203169,0.13,174454,85.87,144625,71.18,82.9
104年10月,臺北自來水事業處,190133,0.12,171433,90.16,162840,85.65,94.99
104年10月,體育局,3912028,2.47,2248677,57.48,946006,24.18,42.07
104年10月,資訊局,533590,0.34,388789,72.86,285923,53.58,73.54
104年10月,法務局,155341,0.1,139521,89.82,124133,79.91,88.97
104年10月,捷運工程局,119049,0.08,19122,16.06,2621,2.2,13.71
104年10月,統籌支撥科目,6951025,4.38,6273262,90.25,5589381,80.41,89.1
104年10月,第二預備金,707922,0.45,-,-,-,-,--
104年11月,總計,158544077,100,142016513,89.58,126533793,79.81,89.1
104年11月,市議會,830527,0.52,770219,92.74,670228,80.7,87.02
104年11月,市政府,5091918,3.21,4670089,91.72,3983715,78.24,85.3
104年11月,民政局,2696322,1.7,2503077,92.83,2058553,76.35,82.24
104年11月,財政局,3663332,2.31,3340926,91.2,3240676,88.46,97
104年11月,教育局,55793994,35.19,50276953,90.11,49130160,88.06,97.72
104年11月,產業發展局,2065759,1.3,1867864,90.42,1628804,78.85,87.2
104年11月,工務局,14012709,8.84,12112252,86.44,8803635,62.83,72.68
104年11月,交通局,5829284,3.68,5393317,92.52,4559374,78.21,84.54
104年11月,社會局,14385673,9.07,13218244,91.88,12212436,84.89,92.39
104年11月,勞動局,4350616,2.74,3902187,89.69,3786404,87.03,97.03
104年11月,警察局,13619735,8.59,12925780,94.9,11235152,82.49,86.92
104年11月,衛生局,4947362,3.12,4681600,94.63,4455426,90.06,95.17
104年11月,環境保護局,6501271,4.1,6128031,94.26,5654238,86.97,92.27
104年11月,都市發展局,2049366,1.29,1942924,94.81,1762482,86,90.71
104年11月,文化局,5038821,3.18,3641189,72.26,1881025,37.33,51.66
104年11月,消防局,2865954,1.81,2656049,92.68,2249474,78.49,84.69
104年11月,翡翠水庫管理局,419358,0.26,320266,76.37,253934,60.55,79.29
104年11月,觀光傳播局,497355,0.31,397617,79.95,329241,66.2,82.8
104年11月,地政局,1168713,0.74,1009483,86.38,937187,80.19,92.84
104年11月,兵役局,203169,0.13,185346,91.23,154094,75.85,83.14
104年11月,臺北自來水事業處,190133,0.12,179933,94.64,162840,85.65,90.5
104年11月,體育局,3912028,2.47,2883341,73.7,1208158,30.88,41.9
104年11月,資訊局,533590,0.34,424892,79.63,323352,60.6,76.1
104年11月,法務局,155341,0.1,148831,95.81,134899,86.84,90.64
104年11月,捷運工程局,119049,0.08,19122,16.06,2621,2.2,13.71
104年11月,統籌支撥科目,6951025,4.38,6416981,92.32,5715684,82.23,89.07
104年11月,第二預備金,651674,0.41,-,-,-,-,--
104年12月,總計,162017957,100,161497986,99.68,148651436,91.75,92.05
104年12月,市議會,830527,0.51,823847,99.2,744016,89.58,90.31
104年12月,市政府,5140468,3.17,5135026,99.89,4867808,94.7,94.8
104年12月,民政局,2713780,1.67,2713768,100,2474744,91.19,91.19
104年12月,財政局,3692160,2.28,3689935,99.94,3605134,97.64,97.7
104年12月,教育局,55797382,34.44,55792111,99.99,55410198,99.31,99.32
104年12月,產業發展局,2069890,1.28,2069748,99.99,1817250,87.79,87.8
104年12月,工務局,14403093,8.89,14400588,99.98,11716372,81.35,81.36
104年12月,交通局,5877254,3.63,5877249,100,5487593,93.37,93.37
104年12月,社會局,16670157,10.29,16669008,99.99,15857896,95.13,95.13
104年12月,勞動局,4350616,2.69,4350603,100,3866560,88.87,88.87
104年12月,警察局,13620735,8.41,13610610,99.93,12517726,91.9,91.97
104年12月,衛生局,4994849,3.08,4994843,100,4947982,99.06,99.06
104年12月,環境保護局,6715447,4.14,6715447,100,6435743,95.83,95.83
104年12月,都市發展局,2117895,1.31,2117347,99.97,1935222,91.37,91.4
104年12月,文化局,5071887,3.13,5068361,99.93,3138506,61.88,61.92
104年12月,消防局,2876638,1.78,2875051,99.94,2550056,88.65,88.7
104年12月,翡翠水庫管理局,419358,0.26,418758,99.86,309733,73.86,73.96
104年12月,觀光傳播局,504032,0.31,504032,100,445017,88.29,88.29
104年12月,地政局,1332514,0.82,1331980,99.96,1313489,98.57,98.61
104年12月,兵役局,248866,0.15,248589,99.89,213530,85.8,85.9
104年12月,臺北自來水事業處,190133,0.12,190133,100,165536,87.06,87.06
104年12月,體育局,4246406,2.62,4244948,99.97,1947810,45.87,45.89
104年12月,資訊局,597702,0.37,597600,99.98,498810,83.45,83.47
104年12月,法務局,155741,0.1,155450,99.81,145482,93.41,93.59
104年12月,捷運工程局,119049,0.07,119049,100,2643,2.22,2.22
104年12月,統籌支撥科目,6951025,4.29,6783906,97.6,6236581,89.72,91.93
104年12月,第二預備金,310354,0.19,-,-,-,-,--
105年1月,總計,160312886,100,27715451,17.29,24566312,15.32,88.64
105年1月,市議會,812641,0.51,158888,19.55,115407,14.2,72.63
105年1月,市政府,4472307,2.79,756330,16.91,620693,13.88,82.07
105年1月,民政局,2814804,1.76,459159,16.31,301948,10.73,65.76
105年1月,財政局,3965095,2.47,238455,6.01,212954,5.37,89.31
105年1月,教育局,54414632,33.94,14861968,27.31,14802679,27.2,99.6
105年1月,產業發展局,1920922,1.2,159906,8.32,134259,6.99,83.96
105年1月,工務局,15467464,9.65,1049813,6.79,750074,4.85,71.45
105年1月,交通局,6096877,3.8,360240,5.91,161930,2.66,44.95
105年1月,社會局,14735384,9.19,1117100,7.58,1006000,6.83,90.05
105年1月,勞動局,5348357,3.34,132169,2.47,109220,2.04,82.64
105年1月,警察局,13454982,8.39,2495018,18.54,2073938,15.41,83.12
105年1月,衛生局,5004991,3.12,213564,4.27,165480,3.31,77.48
105年1月,環境保護局,6763462,4.22,1342624,19.85,927697,13.72,69.1
105年1月,都市發展局,3463600,2.16,161709,4.67,137370,3.97,84.95
105年1月,文化局,2965107,1.85,313692,10.58,297377,10.03,94.8
105年1月,消防局,2867925,1.79,615980,21.48,502429,17.52,81.57
105年1月,翡翠水庫管理局,314882,0.2,46332,14.71,32978,10.47,71.18
105年1月,觀光傳播局,505838,0.32,41937,8.29,36549,7.23,87.15
105年1月,地政局,1179200,0.74,251289,21.31,214282,18.17,85.27
105年1月,兵役局,205324,0.13,42795,20.84,26681,12.99,62.35
105年1月,臺北自來水事業處,218477,0.14,-,-,-,-,--
105年1月,體育局,4460831,2.78,294655,6.61,46136,1.03,15.66
105年1月,資訊局,569272,0.36,27192,4.78,21027,3.69,77.33
105年1月,法務局,151236,0.09,38570,25.5,25986,17.18,67.37
105年1月,捷運工程局,10,0,-,-,-,-,--
105年1月,統籌支撥科目,6889265,4.3,2536066,36.81,1843217,26.75,72.68
105年1月,第二預備金,1250000,0.78,-,-,-,-,--
105年2月,總計,160312886,100,36286978,22.64,29124588,18.17,80.26
105年2月,市議會,812641,0.51,214823,26.44,154721,19.04,72.02
105年2月,市政府,4473887,2.79,1187880,26.55,771316,17.24,64.93
105年2月,民政局,2814804,1.76,653689,23.22,395390,14.05,60.49
105年2月,財政局,3965095,2.47,364885,9.2,269073,6.79,73.74
105年2月,教育局,54414632,33.94,15237094,28,15064407,27.68,98.87
105年2月,產業發展局,1920922,1.2,443916,23.11,246209,12.82,55.46
105年2月,工務局,15467464,9.65,1964663,12.7,1139451,7.37,58
105年2月,交通局,6096877,3.8,1844091,30.25,1439138,23.6,78.04
105年2月,社會局,14735384,9.19,2120628,14.39,1364325,9.26,64.34
105年2月,勞動局,5348357,3.34,192348,3.6,138073,2.58,71.78
105年2月,警察局,13454982,8.39,3765160,27.98,2602977,19.35,69.13
105年2月,衛生局,5004991,3.12,370597,7.4,234372,4.68,63.24
105年2月,環境保護局,6763462,4.22,1891611,27.97,1554552,22.98,82.18
105年2月,都市發展局,3463600,2.16,484134,13.98,418896,12.09,86.52
105年2月,文化局,2965107,1.85,542851,18.31,351298,11.85,64.71
105年2月,消防局,2867925,1.79,800150,27.9,499372,17.41,62.41
105年2月,翡翠水庫管理局,314882,0.2,61374,19.49,41067,13.04,66.91
105年2月,觀光傳播局,505838,0.32,70402,13.92,48366,9.56,68.7
105年2月,地政局,1179200,0.74,340359,28.86,276492,23.45,81.24
105年2月,兵役局,205324,0.13,55305,26.94,38699,18.85,69.97
105年2月,臺北自來水事業處,218477,0.14,-,-,-,-,--
105年2月,體育局,4460831,2.78,969627,21.74,27495,0.62,2.84
105年2月,資訊局,569272,0.36,47255,8.3,30573,5.37,64.7
105年2月,法務局,151236,0.09,48356,31.97,35177,23.26,72.74
105年2月,捷運工程局,10,0,-,-,-,-,--
105年2月,統籌支撥科目,6889265,4.3,2615780,37.97,1983150,28.79,75.81
105年2月,第二預備金,1248420,0.78,-,-,-,-,--
105年3月,總計,160312886,100,49086054,30.62,44287287,27.63,90.22
105年3月,市議會,834496,0.52,292410,35.04,237893,28.51,81.36
105年3月,市政府,4484903,2.8,1596438,35.6,1380528,30.78,86.48
105年3月,民政局,2814804,1.76,882843,31.36,724468,25.74,82.06
105年3月,財政局,3965095,2.47,674657,17.01,631263,15.92,93.57
105年3月,教育局,54443427,33.96,17009035,31.24,16809637,30.88,98.83
105年3月,產業發展局,1923110,1.2,542199,28.19,474869,24.69,87.58
105年3月,工務局,15484856,9.66,3583762,23.14,2924040,18.88,81.59
105年3月,交通局,6100357,3.81,2221305,36.41,1809870,29.67,81.48
105年3月,社會局,14746961,9.2,3689799,25.02,3288408,22.3,89.12
105年3月,勞動局,5348357,3.34,1814816,33.93,1767571,33.05,97.4
105年3月,警察局,13456503,8.39,4716199,35.05,4093369,30.42,86.79
105年3月,衛生局,5004991,3.12,788066,15.75,659736,13.18,83.72
105年3月,環境保護局,6781880,4.23,2548684,37.58,2300626,33.92,90.27
105年3月,都市發展局,3470600,2.16,2090935,60.25,2034353,58.62,97.29
105年3月,文化局,2965107,1.85,883114,29.78,711278,23.99,80.54
105年3月,消防局,2867925,1.79,1082033,37.73,851736,29.7,78.72
105年3月,翡翠水庫管理局,314882,0.2,78810,25.03,61302,19.47,77.78
105年3月,觀光傳播局,505838,0.32,99508,19.67,81055,16.02,81.46
105年3月,地政局,1233111,0.77,473630,38.41,427322,34.65,90.22
105年3月,兵役局,205324,0.13,80840,39.37,60346,29.39,74.65
105年3月,臺北自來水事業處,218477,0.14,800,0.37,800,0.37,100
105年3月,體育局,4460831,2.78,1079561,24.2,712947,15.98,66.04
105年3月,資訊局,579087,0.36,68082,11.76,41587,7.18,61.08
105年3月,法務局,151236,0.09,58714,38.82,51772,34.23,88.18
105年3月,捷運工程局,10,0,10,100,-,-,-
105年3月,統籌支撥科目,6889265,4.3,2729804,39.62,2150512,31.22,78.78
105年3月,第二預備金,1061453,0.66,-,-,-,-,--
105年4月,總計,160312886,100,57813337,36.06,51714972,32.26,89.45
105年4月,市議會,834496,0.52,356361,42.7,285733,34.24,80.18
105年4月,市政府,4484903,2.8,1927729,42.98,1670479,37.25,86.66
105年4月,民政局,2814804,1.76,1184601,42.08,898614,31.92,75.86
105年4月,財政局,3965095,2.47,770383,19.43,714999,18.03,92.81
105年4月,教育局,54443427,33.96,19339140,35.52,19076403,35.04,98.64
105年4月,產業發展局,1926869,1.2,627072,32.54,538461,27.94,85.87
105年4月,工務局,15485522,9.66,4438452,28.66,3500008,22.6,78.86
105年4月,交通局,6102067,3.81,2555037,41.87,2029532,33.26,79.43
105年4月,社會局,14746961,9.2,5068689,34.37,4404379,29.87,86.89
105年4月,勞動局,5348357,3.34,1875692,35.07,1814996,33.94,96.76
105年4月,警察局,13456503,8.39,5615090,41.73,4941858,36.72,88.01
105年4月,衛生局,5004991,3.12,1262995,25.23,1099671,21.97,87.07
105年4月,環境保護局,6781880,4.23,3078958,45.4,2744969,40.48,89.15
105年4月,都市發展局,3474730,2.17,2164508,62.29,2093619,60.25,96.72
105年4月,文化局,2976244,1.86,1046094,35.15,832340,27.97,79.57
105年4月,消防局,2867925,1.79,1286354,44.85,1018555,35.52,79.18
105年4月,翡翠水庫管理局,314882,0.2,95091,30.2,75947,24.12,79.87
105年4月,觀光傳播局,505838,0.32,126171,24.94,103174,20.4,81.77
105年4月,地政局,1233111,0.77,552249,44.78,498502,40.43,90.27
105年4月,兵役局,205324,0.13,95275,46.4,71860,35,75.42
105年4月,臺北自來水事業處,218477,0.14,800,0.37,800,0.37,100
105年4月,體育局,4483831,2.8,1341347,29.92,928853,20.72,69.25
105年4月,資訊局,579087,0.36,180266,31.13,121903,21.05,67.62
105年4月,法務局,151236,0.09,69005,45.63,61992,40.99,89.84
105年4月,捷運工程局,10,0,10,100,-,-,-
105年4月,統籌支撥科目,6889265,4.3,2755965,40,2187323,31.75,79.37
105年4月,第二預備金,1017051,0.63,-,-,-,-,--
105年5月,總計,160312886,100,68893804,42.97,60997636,38.05,88.54
105年5月,市議會,834496,0.52,412615,49.44,342417,41.03,82.99
105年5月,市政府,4484903,2.8,2289544,51.05,1974190,44.02,86.23
105年5月,民政局,2814804,1.76,1386280,49.25,1074654,38.18,77.52
105年5月,財政局,3965095,2.47,1266085,31.93,1206281,30.42,95.28
105年5月,教育局,54443427,33.96,22495568,41.32,22281940,40.93,99.05
105年5月,產業發展局,1926869,1.2,627072,32.54,538461,27.94,85.87
105年5月,工務局,15490022,9.66,5338819,34.47,4110232,26.53,76.99
105年5月,交通局,6102067,3.81,2971326,48.69,2402303,39.37,80.85
105年5月,社會局,14746961,9.2,6273769,42.54,5718973,38.78,91.16
105年5月,勞動局,5348357,3.34,1938502,36.24,1864243,34.86,96.17
105年5月,警察局,13456503,8.39,6627073,49.25,5747397,42.71,86.73
105年5月,衛生局,5004991,3.12,1754210,35.05,1611810,32.2,91.88
105年5月,環境保護局,6781880,4.23,3539292,52.19,3189215,47.03,90.11
105年5月,都市發展局,3475052,2.17,2239523,64.45,2151292,61.91,96.06
105年5月,文化局,2977123,1.86,1191276,40.01,1073613,36.06,90.12
105年5月,消防局,2867925,1.79,1480503,51.62,1195950,41.7,80.78
105年5月,翡翠水庫管理局,314882,0.2,114441,36.34,91669,29.11,80.1
105年5月,觀光傳播局,505838,0.32,161289,31.89,131701,26.04,81.66
105年5月,地政局,1233111,0.77,633684,51.39,572173,46.4,90.29
105年5月,兵役局,205324,0.13,114350,55.69,89288,43.49,78.08
105年5月,臺北自來水事業處,218477,0.14,162577,74.41,162577,74.41,100
105年5月,體育局,4484966,2.8,1457500,32.5,1028033,22.92,70.53
105年5月,資訊局,579087,0.36,204433,35.3,145135,25.06,70.99
105年5月,法務局,151236,0.09,79251,52.4,72703,48.07,91.74
105年5月,捷運工程局,10,0,10,100,8,80,80
105年5月,統籌支撥科目,6889265,4.3,4134810,60.02,2221377,32.24,53.72
105年5月,第二預備金,1010215,0.63,-,-,-,-,--
105年6月,總計,160312886,100,82664789,51.56,74766059,46.64,90.44
105年6月,市議會,834496,0.52,469654,56.28,399569,47.88,85.08
105年6月,市政府,4484903,2.8,2638448,58.83,2272974,50.68,86.15
105年6月,民政局,2814804,1.76,1576077,55.99,1272940,45.22,80.77
105年6月,財政局,3965095,2.47,2161950,54.52,2103184,53.04,97.28
105年6月,教育局,54443427,33.96,28208704,51.81,27622250,50.74,97.92
105年6月,產業發展局,1926853,1.2,853608,44.3,701802,36.42,82.22
105年6月,工務局,15497272,9.67,6534273,42.16,4893317,31.58,74.89
105年6月,交通局,6102067,3.81,3305682,54.17,2776263,45.5,83.98
105年6月,社會局,14746961,9.2,7740618,52.49,7133573,48.37,92.16
105年6月,勞動局,5348357,3.34,2523611,47.18,2442971,45.68,96.8
105年6月,警察局,13456503,8.39,7552920,56.13,6605009,49.08,87.45
105年6月,衛生局,5004991,3.12,2105906,42.08,1955380,39.07,92.85
105年6月,環境保護局,6781880,4.23,4001552,59,3590209,52.94,89.72
105年6月,都市發展局,3483052,2.17,2312789,66.4,2210648,63.47,95.58
105年6月,文化局,2980873,1.86,1383157,46.4,1222285,41,88.37
105年6月,消防局,2867925,1.79,1671470,58.28,1384229,48.27,82.82
105年6月,翡翠水庫管理局,314882,0.2,142169,45.15,117091,37.19,82.36
105年6月,觀光傳播局,513838,0.32,192728,37.51,161007,31.33,83.54
105年6月,地政局,1233111,0.77,715613,58.03,643626,52.2,89.94
105年6月,兵役局,205324,0.13,129478,63.06,102363,49.85,79.06
105年6月,臺北自來水事業處,225577,0.14,173777,77.04,163777,72.6,94.25
105年6月,體育局,4488516,2.8,1784282,39.75,1140928,25.42,63.94
105年6月,資訊局,579087,0.36,228871,39.52,171252,29.57,74.82
105年6月,法務局,151236,0.09,92337,61.06,82949,54.85,89.83
105年6月,捷運工程局,10,0,10,100,8,80,80
105年6月,統籌支撥科目,6889265,4.3,4165104,60.46,3596456,52.2,86.35
105年6月,第二預備金,972581,0.61,-,-,-,-,--
105年7月,總計,160312886,100,99608542,62.13,89945062,56.11,90.3
105年7月,市議會,834496,0.52,533455,63.93,453334,54.32,84.98
105年7月,市政府,4495277,2.8,3020788,67.2,2592947,57.68,85.84
105年7月,民政局,2815233,1.76,1911404,67.9,1482643,52.67,77.57
105年7月,財政局,3965095,2.47,2451024,61.82,2383567,60.11,97.25
105年7月,教育局,54443427,33.96,35737816,65.64,34904244,64.11,97.67
105年7月,產業發展局,1926853,1.2,1086603,56.39,930665,48.3,85.65
105年7月,工務局,15524772,9.68,7718277,49.72,5668761,36.51,73.45
105年7月,交通局,6102067,3.81,3709384,60.79,3135825,51.39,84.54
105年7月,社會局,14746961,9.2,8866003,60.12,8162724,55.35,92.07
105年7月,勞動局,5348357,3.34,2586991,48.37,2496902,46.69,96.52
105年7月,警察局,13456785,8.39,8587857,63.82,7510074,55.81,87.45
105年7月,衛生局,5016359,3.13,2582496,51.48,2447797,48.8,94.78
105年7月,環境保護局,6790266,4.24,4507971,66.39,4036693,59.45,89.55
105年7月,都市發展局,3483452,2.17,2639818,75.78,2492734,71.56,94.43
105年7月,文化局,2980873,1.86,1603504,53.79,1409084,47.27,87.88
105年7月,消防局,2867925,1.79,1878616,65.5,1567842,54.67,83.46
105年7月,翡翠水庫管理局,314882,0.2,167479,53.19,139549,44.32,83.32
105年7月,觀光傳播局,513936,0.32,240989,46.89,198595,38.64,82.41
105年7月,地政局,1233111,0.77,805078,65.29,720925,58.46,89.55
105年7月,兵役局,205324,0.13,146883,71.54,114856,55.94,78.2
105年7月,臺北自來水事業處,225577,0.14,185077,82.05,165090,73.19,89.2
105年7月,體育局,4488516,2.8,2245626,50.03,1211221,26.98,53.94
105年7月,資訊局,579087,0.36,278085,48.02,199510,34.45,71.74
105年7月,法務局,157526,0.1,103228,65.53,93199,59.16,90.28
105年7月,捷運工程局,2429,0,10,0.41,8,0.33,80
105年7月,統籌支撥科目,6889265,4.3,6014078,87.3,5426271,78.76,90.23
105年7月,第二預備金,905033,0.56,-,-,-,-,--
105年8月,總計,160312886,100,111520911,69.56,101318547,63.2,90.85
105年8月,市議會,834496,0.52,596509,71.48,504050,60.4,84.5
105年8月,市政府,4496869,2.81,3334498,74.15,2879179,64.03,86.35
105年8月,民政局,2815233,1.76,2062078,73.25,1660431,58.98,80.52
105年8月,財政局,3965095,2.47,2535213,63.94,2467262,62.22,97.32
105年8月,教育局,54443427,33.96,40437355,74.27,39840247,73.18,98.52
105年8月,產業發展局,1926853,1.2,1181692,61.33,1014049,52.63,85.81
105年8月,工務局,15524772,9.68,9280508,59.78,6858944,44.18,73.91
105年8月,交通局,6122950,3.82,4073904,66.53,3478229,56.81,85.38
105年8月,社會局,14746961,9.2,9972777,67.63,9196987,62.37,92.22
105年8月,勞動局,5348357,3.34,2703027,50.54,2553135,47.74,94.45
105年8月,警察局,13456785,8.39,9621919,71.5,8412451,62.51,87.43
105年8月,衛生局,5016359,3.13,3374764,67.28,3221233,64.21,95.45
105年8月,環境保護局,6791258,4.24,5018577,73.9,4506187,66.35,89.79
105年8月,都市發展局,3486212,2.17,2713927,77.85,2554309,73.27,94.12
105年8月,文化局,2981843,1.86,1864404,62.53,1586550,53.21,85.1
